,Period_EvCl,Period_StEv,Policy_agent_cat,FLAG_Owner_bl,FLAG_Insurer_bl,Policy_KBM,Policy_KS,Policy_KT,Policy_KVS,FLAG_Policy_KO,FLAG_Policy_KP,FLAG_Policy_KPR,FLAG_Policy_type,VEH_age,VEH_capacity_type,FLAG_bad_region,FLAG_dsago,FLAG_prolong,Policy_loss_count,Damage_count,Claim_type,FLAG_trial,Event_type_Классика,Event_type_ПВУ СП,Insurer_type_ПБОЮЛ,Insurer_type_Физическое Лицо,Insurer_type_Юридическое Лицо,Owner_region_Волгоградская область,Owner_region_Краснодарский край,Owner_region_Москва,Owner_region_Ростовская область,Owner_region_Челябинская область,Owner_type_ПБОЮЛ,Owner_type_Физическое Лицо,Owner_type_Юридическое Лицо,Sales_channel_Автодилеры,Sales_channel_Агенты и РБ,Sales_channel_ДКК,Sales_channel_Лизинг,Sales_channel_Прочие,Sales_channel_Собственные продажи,Sales_channel_Фронт-офис,VEH_aim_use_Дорожные и специальные ТС,VEH_aim_use_Личные,VEH_aim_use_Перевозка опасных и легко воспламеняющихся грузов,VEH_aim_use_Прокат/Краткосрочная аренда,VEH_aim_use_Прочие,VEH_aim_use_Регулярные/по заказам пассажирские перевозки,VEH_aim_use_Такси,VEH_aim_use_Учебная езда,VEH_aim_use_Экстренные и коммунальные службы,VEH_model_AUDI A4,VEH_model_AUDI A6,VEH_model_BMW 520,VEH_model_BMW X5,VEH_model_LEXUS RX,VEH_model_MERCEDES-BENZ C 180,VEH_model_MERCEDES-BENZ E 200,VEH_model_PORSCHE CAYENNE,VEH_model_TOYOTA LAND CRUISER,VEH_model_TOYOTA LAND CRUISER PRADO,VEH_type_name_Автобус более 16,VEH_type_name_Автобус менее 16,VEH_type_name_Автобус такси,VEH_type_name_Грузовой более 16,VEH_type_name_Грузовой менее 16,VEH_type_name_Легковой,VEH_type_name_Легковой такси,VEH_type_name_Мотоцикл,VEH_type_name_Трактор,Owner_region_another,VEH_model_another
4417,10,7,0.024282841576242,0,0,0.9,1.0,1.0,1.0,0,1,0,0,17.0,4.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4425,2,5,0.06053165321763201,0,0,0.95,1.0,1.0,1.0,0,1,0,1,6.0,3.0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4433,13,356,0.11988497386275,0,0,1.0,1.0,1.0,1.8,0,1,0,0,11.0,3.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4444,17,295,0.09789727579507401,0,0,1.0,1.0,1.6,1.0,1,1,0,0,18.0,4.0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4454,2,266,0.024282841576242,0,0,1.0,1.0,1.1,1.0,0,1,0,1,16.0,2.0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4459,77,150,0.10732236070972999,0,0,0.95,1.0,1.3,1.0,1,1,0,0,1.0,6.0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4460,7,231,0.013301909674157,0,0,0.95,1.0,0.6,1.0,0,1,0,0,17.0,2.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4464,19,192,0.055994849144535994,0,0,0.95,1.0,1.6,1.0,1,1,0,1,8.0,5.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4466,37,159,0.027671858596482003,0,0,0.9,1.0,1.0,1.0,0,1,0,0,13.0,3.0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4467,16,170,0.093321146143544,0,0,0.95,1.0,2.0,1.0,0,1,0,0,1.0,6.0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4482,5,176,0.68716704229333,0,0,1.0,1.0,1.7,1.0,1,1,0,0,2.0,6.0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4487,6,134,0.046290045506567006,0,0,1.0,1.0,1.8,1.0,1,1,0,0,0.0,4.0,1,0,0,0,4,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4489,9,128,0.09789727579507401,0,0,0.85,1.0,1.6,1.0,0,1,0,1,14.0,4.0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4495,12,83,0.08221210231780299,0,0,1.55,1.0,1.2,1.0,1,1,0,0,6.0,4.0,1,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4499,5,66,0.06053165321763201,0,0,0.65,1.0,1.6,1.0,0,1,0,0,3.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4500,11,51,0.056775928244684006,0,0,0.9,1.0,1.9,1.0,0,1,0,0,9.0,6.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4508,12,48,0.023867681397493,0,0,0.9,1.0,0.9,1.0,1,1,0,0,3.0,6.0,0,0,1,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4513,25,2,0.06053165321763201,0,0,0.95,1.0,0.6,1.0,0,1,0,1,8.0,3.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4516,6,8,0.058147778053767,0,0,0.85,1.0,1.7,1.0,0,1,0,0,5.0,4.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4533,113,234,0.046353587770062994,0,0,1.0,1.0,0.6,1.0,0,1,0,1,13.0,3.0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4535,12,328,0.11262269558708,0,0,0.95,1.0,0.8,1.0,0,1,0,0,12.0,7.0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4536,16,326,0.11262269558708,0,0,1.0,0.5,1.7,1.0,0,1,0,1,29.0,2.0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4544,31,232,0.05311671260303,0,0,0.85,1.0,0.9,1.0,0,1,0,0,19.0,3.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4547,15,241,0.03945641134544,0,0,1.0,1.0,0.6,1.0,1,1,0,0,3.0,3.0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4550,31,302,0.10732236070972999,0,0,1.0,1.0,1.3,1.0,1,1,0,0,0.0,4.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4563,78,114,0.06557601917932,0,0,0.75,1.0,2.0,1.0,0,1,0,0,3.0,3.0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4576,81,59,0.083347624110976,0,0,0.55,1.0,1.0,1.0,1,1,1,1,9.0,7.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4587,47,82,0.68716704229333,0,0,1.0,1.0,1.7,1.0,0,1,0,0,1.0,6.0,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4590,11,66,0.049043209916553004,0,0,0.9,1.0,1.0,1.0,0,1,0,0,4.0,3.0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4591,24,29,0.044729859074548,0,0,0.95,0.5,0.6,1.0,0,1,0,1,8.0,5.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4599,7,37,0.063624587718667,0,0,1.0,1.0,1.7,1.0,1,1,0,0,1.0,6.0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4604,12,5,0.06053165321763201,0,0,0.95,1.0,0.7,1.0,0,1,0,0,5.0,3.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4605,5,12,0.06053165321763201,0,0,1.55,1.0,1.1,1.0,1,1,0,0,10.0,3.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4617,18,0,0.084059113473106,0,0,0.55,1.0,2.0,1.0,0,1,0,0,10.0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4627,22,303,0.09883080941263901,0,0,1.0,1.0,1.6,1.0,1,1,0,0,8.0,5.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4629,2,278,0.11262269558708,0,0,1.0,0.5,2.1,1.0,1,1,0,1,15.0,5.0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4645,45,81,0.11070359252458001,0,0,0.9,1.0,1.0,1.0,1,1,0,0,3.0,5.0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4650,3,140,0.07996603330862301,0,0,0.5,1.0,1.0,1.0,1,1,0,0,4.0,4.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4651,12,83,0.10419306336369,0,0,1.0,1.0,1.0,1.6,0,1,0,0,12.0,3.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4661,42,2,0.06053165321763201,0,0,0.8,1.0,1.3,1.0,0,1,0,0,14.0,6.0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4667,16,23,0.097134595503172,0,0,0.85,1.0,1.7,1.0,0,1,0,0,13.0,6.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4681,8,10,0.14849303317994,1,1,1.0,1.0,1.1,1.0,0,1,0,0,6.0,6.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4683,7,1,0.64685309436484,0,0,1.0,1.0,1.0,1.0,1,1,0,0,11.0,5.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4688,5,108,0.10732236070972999,0,0,1.0,1.0,1.5,1.0,1,1,0,0,3.0,6.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4689,12,345,0.06053165321763201,0,0,0.9,1.0,1.0,1.0,0,1,0,0,4.0,4.0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4704,25,269,0.099483922412639,0,0,0.95,1.0,0.8,1.0,0,1,0,1,17.0,4.0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4709,4,273,0.024282841576242,0,0,1.0,1.0,1.0,1.7,0,1,0,1,14.0,3.0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4712,4,260,0.040881706294964994,0,0,1.0,1.0,1.2,1.0,0,1,0,0,1.0,6.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4715,22,229,0.070239623634936,0,0,1.0,1.0,1.7,1.8,0,1,0,0,4.0,4.0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4718,19,225,0.16878983972153,0,0,0.9,1.0,0.7,1.0,0,1,0,1,8.0,7.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
4729,8,188,0.018331842735974997,0,0,0.9,1.0,1.0,1.0,0,1,0,0,16.0,3.0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4741,11,68,0.06053165321763201,0,0,1.0,1.0,0.7,1.0,0,1,0,0,3.0,5.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4750,5,56,0.06053165321763201,0,0,1.0,1.0,0.7,1.0,0,1,0,1,11.0,3.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4754,5,33,0.11262269558708,0,0,1.0,1.0,1.0,1.0,0,1,0,1,33.0,6.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4758,8,24,0.06053165321763201,0,0,1.0,1.0,1.0,1.0,1,1,0,0,5.0,6.0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4763,15,10,0.06053165321763201,0,0,0.95,1.0,1.0,1.0,0,1,0,0,21.0,2.0,1,0,0,0,1,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4767,15,31,0.10205424683360999,0,0,1.0,1.0,1.2,1.0,0,1,0,0,3.0,5.0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4768,7,20,0.049794647930236996,0,0,1.0,1.0,0.8,1.0,0,1,0,0,16.0,3.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4772,9,17,0.10419306336369,0,0,1.0,1.0,1.0,1.0,0,1,0,0,6.0,3.0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4790,2,245,0.026588414837137996,0,0,0.95,1.0,1.3,1.0,0,1,0,0,13.0,3.0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4791,2,218,0.10003147191641999,0,0,1.0,0.5,1.6,1.0,0,1,0,1,9.0,3.0,0,0,0,4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4801,6,133,0.031025197355871,0,0,0.9,1.0,1.0,1.0,0,1,0,0,4.0,4.0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4803,22,105,0.06053165321763201,0,0,0.95,1.0,0.7,1.0,0,1,0,1,3.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4804,15,111,0.06053165321763201,0,0,0.95,1.0,1.3,1.0,0,1,0,0,2.0,5.0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4808,30,73,0.019764207115378,0,0,0.55,1.0,1.0,1.0,0,1,0,0,16.0,6.0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4814,10,77,0.06053165321763201,0,0,0.9,1.0,1.1,1.0,0,1,0,0,2.0,3.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4818,34,13,0.06053165321763201,0,0,1.0,1.0,1.0,1.0,1,1,0,0,17.0,3.0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4819,27,20,0.06053165321763201,0,0,1.0,1.0,0.6,1.0,0,1,0,0,10.0,3.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4827,32,3,0.06053165321763201,1,1,1.0,1.0,0.8,1.0,0,1,0,0,14.0,6.0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
4829,10,24,0.40563468705698996,0,0,1.0,1.0,1.4,1.0,0,1,0,0,17.0,3.0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4831,24,7,0.06053165321763201,0,0,1.0,1.0,0.9,1.0,0,1,0,0,2.0,6.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
4842,23,358,0.039857729033867,0,0,0.9,1.0,1.2,1.0,0,1,0,0,0.0,4.0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4852,2,318,0.013641344056231,0,0,0.95,1.0,0.8,1.0,0,1,0,0,4.0,4.0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4868,10,185,0.09713322382619198,0,0,1.0,1.0,1.6,1.8,0,1,0,0,9.0,6.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4869,15,178,0.038635941306407996,0,0,1.0,1.0,1.3,1.0,0,1,0,0,2.0,6.0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4872,2,177,0.11236312447092,0,0,1.0,1.0,1.2,1.0,0,1,0,0,11.0,5.0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4875,34,122,0.06053165321763201,0,0,0.9,1.0,1.8,1.0,0,1,0,0,4.0,5.0,1,0,0,0,1,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4877,22,131,0.06053165321763201,0,0,1.0,1.0,1.0,1.0,0,1,0,0,4.0,3.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
